index,status,local_started_at,local_finished_at,elapsed_s,request_id,started_at,finished_at,latency_ms,peak_vram_gb,pre_batch_ms,prompt_prepare_ms,batch_estimate_ms,queue_wait_ms,batch_exec_ms,response_encode_ms,generate_total_ms,prepare_inference_inputs_ms,iterative_generate_ms,chunked_generate_ms,decode_postprocess_ms,audio_decode_ms,post_process_audio_ms,gpu_sample_count,gpu_util_avg_pct,gpu_util_peak_pct,device_vram_used_gb_avg,device_vram_used_gb_peak,device_vram_util_avg_pct,device_vram_util_peak_pct,batch_requests,batch_target_tokens,batch_conditioning_tokens,batch_max_sequence_length,batch_lane,postprocess_mode,prompt_source,prompt_id,audio_duration_s,rtf,content_bytes,error
0,200,2026-04-17T22:48:06.938279Z,2026-04-17T22:48:07.380516Z,0.442235,c92accebcc89,2026-04-17T22:48:07.013643Z,2026-04-17T22:48:07.377754Z,364.11,3.028,0.60,0.21,0.29,7.89,354.25,0.85,353.58,5.39,170.51,,179.49,170.90,8.59,14,100.00,100.00,8.717,8.717,36.32,36.32,2,126,200,163,short_ref,full,upload_hit,,2.530,0.1439,121484,
1,200,2026-04-17T22:48:06.938609Z,2026-04-17T22:48:07.380859Z,0.442249,19fd078c8580,2026-04-17T22:48:07.020768Z,2026-04-17T22:48:07.377935Z,357.17,3.028,0.66,0.39,0.20,0.69,354.25,1.07,353.58,5.39,170.51,,179.49,170.90,8.59,14,100.00,100.00,8.717,8.717,36.32,36.32,2,126,200,163,short_ref,full,upload_hit,,2.710,0.1318,130124,
2,200,2026-04-17T22:48:06.938825Z,2026-04-17T22:48:12.232825Z,5.293999,316102b69e2b,2026-04-17T22:48:07.064789Z,2026-04-17T22:48:12.181806Z,5117.02,3.028,2.58,2.36,0.17,312.37,4770.29,30.66,4769.82,16.48,4057.26,,708.47,564.89,143.57,188,98.66,100.00,9.353,9.358,38.97,38.99,32,2016,3200,163,short_ref,full,upload_hit,,2.660,1.9237,127724,
3,200,2026-04-17T22:48:06.939029Z,2026-04-17T22:48:12.239149Z,5.300118,b5fadd4e9bb6,2026-04-17T22:48:07.057448Z,2026-04-17T22:48:12.189133Z,5131.69,3.028,0.52,0.30,0.17,321.77,4770.29,38.15,4769.82,16.48,4057.26,,708.47,564.89,143.57,188,98.66,100.00,9.353,9.358,38.97,38.99,32,2016,3200,163,short_ref,full,upload_hit,,2.610,1.9662,125324,
4,200,2026-04-17T22:48:06.939232Z,2026-04-17T22:48:12.236142Z,5.296908,764c3fcc0528,2026-04-17T22:48:07.037407Z,2026-04-17T22:48:12.188377Z,5150.97,3.028,0.33,0.16,0.13,342.00,4770.29,37.53,4769.82,16.48,4057.26,,708.47,564.89,143.57,188,98.66,100.00,9.353,9.358,38.97,38.99,32,2016,3200,163,short_ref,full,upload_hit,,2.680,1.9220,128684,
5,200,2026-04-17T22:48:06.939432Z,2026-04-17T22:48:12.239369Z,5.299935,c450db83b626,2026-04-17T22:48:07.082647Z,2026-04-17T22:48:12.191275Z,5108.63,3.028,0.30,0.18,0.09,296.79,4770.29,39.45,4769.82,16.48,4057.26,,708.47,564.89,143.57,188,98.66,100.00,9.353,9.358,38.97,38.99,32,2016,3200,163,short_ref,full,upload_hit,,2.710,1.8851,130124,
6,200,2026-04-17T22:48:06.939632Z,2026-04-17T22:48:12.238789Z,5.299155,582c9d34b1c3,2026-04-17T22:48:07.067406Z,2026-04-17T22:48:12.188245Z,5120.84,3.028,0.34,0.21,0.09,311.99,4770.29,37.03,4769.82,16.48,4057.26,,708.47,564.89,143.57,188,98.66,100.00,9.353,9.358,38.97,38.99,32,2016,3200,163,short_ref,full,upload_hit,,2.720,1.8827,130604,
7,200,2026-04-17T22:48:06.939827Z,2026-04-17T22:48:12.188042Z,5.248212,7c51a38de93f,2026-04-17T22:48:07.039819Z,2026-04-17T22:48:12.172513Z,5132.69,3.028,1.15,0.91,0.18,338.77,4770.29,21.59,4769.82,16.48,4057.26,,708.47,564.89,143.57,188,98.66,100.00,9.353,9.358,38.97,38.99,32,2016,3200,163,short_ref,full,upload_hit,,2.710,1.8940,130124,
8,200,2026-04-17T22:48:06.940032Z,2026-04-17T22:48:12.222132Z,5.282097,498fce7e65e8,2026-04-17T22:48:07.074239Z,2026-04-17T22:48:12.179858Z,5105.62,3.028,0.83,0.55,0.21,304.67,4770.29,28.48,4769.82,16.48,4057.26,,708.47,564.89,143.57,188,98.66,100.00,9.353,9.358,38.97,38.99,32,2016,3200,163,short_ref,full,upload_hit,,2.690,1.8980,129164,
9,200,2026-04-17T22:48:06.940233Z,2026-04-17T22:48:12.236548Z,5.296313,e8f86864e6e7,2026-04-17T22:48:07.078753Z,2026-04-17T22:48:12.185672Z,5106.92,3.028,3.67,3.48,0.15,297.31,4770.29,31.00,4769.82,16.48,4057.26,,708.47,564.89,143.57,188,98.66,100.00,9.353,9.358,38.97,38.99,32,2016,3200,163,short_ref,full,upload_hit,,2.710,1.8845,130124,
10,200,2026-04-17T22:48:06.940492Z,2026-04-17T22:48:12.235010Z,5.294517,bef683ec4eb9,2026-04-17T22:48:07.064046Z,2026-04-17T22:48:12.183948Z,5119.90,3.028,0.65,0.38,0.21,315.04,4770.29,32.88,4769.82,16.48,4057.26,,708.47,564.89,143.57,188,98.66,100.00,9.353,9.358,38.97,38.99,32,2016,3200,163,short_ref,full,upload_hit,,2.680,1.9104,128684,
11,200,2026-04-17T22:48:06.940697Z,2026-04-17T22:48:12.237768Z,5.29707,1941b31cc4d1,2026-04-17T22:48:07.071048Z,2026-04-17T22:48:12.186690Z,5115.64,3.028,3.62,3.48,0.11,305.07,4770.29,35.39,4769.82,16.48,4057.26,,708.47,564.89,143.57,188,98.66,100.00,9.353,9.358,38.97,38.99,32,2016,3200,163,short_ref,full,upload_hit,,2.700,1.8947,129644,
12,200,2026-04-17T22:48:06.940898Z,2026-04-17T22:48:12.227274Z,5.286373,82c0222d5f20,2026-04-17T22:48:07.079066Z,2026-04-17T22:48:12.180281Z,5101.22,3.028,3.51,3.38,0.10,297.16,4770.29,28.51,4769.82,16.48,4057.26,,708.47,564.89,143.57,188,98.66,100.00,9.353,9.358,38.97,38.99,32,2016,3200,163,short_ref,full,upload_hit,,2.640,1.9323,126764,
13,200,2026-04-17T22:48:06.941095Z,2026-04-17T22:48:12.237633Z,5.296537,cd21f41f5a08,2026-04-17T22:48:07.078161Z,2026-04-17T22:48:12.186484Z,5108.32,3.028,0.51,0.33,0.14,301.06,4770.29,31.88,4769.82,16.48,4057.26,,708.47,564.89,143.57,188,98.66,100.00,9.353,9.358,38.97,38.99,32,2016,3200,163,short_ref,full,upload_hit,,2.710,1.8850,130124,
