index,status,local_started_at,local_finished_at,elapsed_s,request_id,started_at,finished_at,latency_ms,peak_vram_gb,pre_batch_ms,prompt_prepare_ms,batch_estimate_ms,queue_wait_ms,batch_exec_ms,response_encode_ms,generate_total_ms,prepare_inference_inputs_ms,iterative_generate_ms,chunked_generate_ms,decode_postprocess_ms,audio_decode_ms,post_process_audio_ms,gpu_sample_count,gpu_util_avg_pct,gpu_util_peak_pct,device_vram_used_gb_avg,device_vram_used_gb_peak,device_vram_util_avg_pct,device_vram_util_peak_pct,batch_requests,batch_target_tokens,batch_conditioning_tokens,batch_max_sequence_length,batch_lane,postprocess_mode,prompt_source,prompt_id,audio_duration_s,rtf,content_bytes,error
50,200,2026-04-17T20:19:55.479038Z,2026-04-17T20:20:07.398001Z,11.91896,eaa4695563dc,2026-04-17T20:20:01.164294Z,2026-04-17T20:20:07.370415Z,6206.12,3.028,1.28,1.16,0.08,1413.14,4766.97,17.04,4764.62,22.39,4088.77,,671.65,515.11,156.54,188,96.38,100.00,9.399,9.399,39.16,39.16,32,2016,3200,163,short_ref,full,upload_hit,,2.720,2.2817,130604,
51,200,2026-04-17T20:19:55.479235Z,2026-04-17T20:20:07.415522Z,11.936287,4e0b03b0c5fe,2026-04-17T20:20:01.166187Z,2026-04-17T20:20:07.374116Z,6207.93,3.028,0.24,0.12,0.09,1412.28,4766.97,26.05,4764.62,22.39,4088.77,,671.65,515.11,156.54,188,96.38,100.00,9.399,9.399,39.16,39.16,32,2016,3200,163,short_ref,full,upload_hit,,2.710,2.2907,130124,
52,200,2026-04-17T20:19:55.479474Z,2026-04-17T20:20:07.418004Z,11.938528,094044e20ad3,2026-04-17T20:20:01.166590Z,2026-04-17T20:20:07.377227Z,6210.64,3.028,0.49,0.27,0.15,1411.64,4766.97,29.11,4764.62,22.39,4088.77,,671.65,515.11,156.54,188,96.38,100.00,9.399,9.399,39.16,39.16,32,2016,3200,163,short_ref,full,upload_hit,,2.690,2.3088,129164,
53,200,2026-04-17T20:19:55.479683Z,2026-04-17T20:20:07.415734Z,11.936049,97e58da05b74,2026-04-17T20:20:01.162914Z,2026-04-17T20:20:07.374307Z,6211.39,3.028,0.39,0.28,0.07,1415.41,4766.97,26.71,4764.62,22.39,4088.77,,671.65,515.11,156.54,188,96.38,100.00,9.399,9.399,39.16,39.16,32,2016,3200,163,short_ref,full,upload_hit,,2.700,2.3005,129644,
54,200,2026-04-17T20:19:55.479883Z,2026-04-17T20:20:02.594494Z,7.114609,3f2571f68efe,2026-04-17T20:19:55.749935Z,2026-04-17T20:20:02.579902Z,6829.97,3.028,4.89,4.75,0.10,5360.84,1451.47,11.82,1447.65,40.61,1021.11,,422.98,385.27,37.71,57,100.00,100.00,9.399,9.399,39.16,39.16,8,504,800,163,short_ref,full,upload_hit,,2.720,2.5110,130604,
55,200,2026-04-17T20:19:55.480074Z,2026-04-17T20:20:02.593859Z,7.113783,5fdb8385515d,2026-04-17T20:19:55.754877Z,2026-04-17T20:20:02.579416Z,6824.54,3.028,0.41,0.28,0.10,5360.38,1451.47,9.85,1447.65,40.61,1021.11,,422.98,385.27,37.71,57,100.00,100.00,9.399,9.399,39.16,39.16,8,504,800,163,short_ref,full,upload_hit,,2.720,2.5090,130604,
56,200,2026-04-17T20:19:55.480284Z,2026-04-17T20:20:07.414177Z,11.933891,68bdf2d93167,2026-04-17T20:20:01.149836Z,2026-04-17T20:20:07.372832Z,6223.00,3.028,0.55,0.39,0.11,1428.33,4766.97,25.71,4764.62,22.39,4088.77,,671.65,515.11,156.54,188,96.38,100.00,9.399,9.399,39.16,39.16,32,2016,3200,163,short_ref,full,upload_hit,,2.640,2.3572,126764,
57,200,2026-04-17T20:19:55.480484Z,2026-04-17T20:20:07.416716Z,11.936231,5b10f2a76c5b,2026-04-17T20:20:01.153695Z,2026-04-17T20:20:07.374482Z,6220.79,3.028,0.26,0.13,0.09,1424.76,4766.97,27.49,4764.62,22.39,4088.77,,671.65,515.11,156.54,188,96.38,100.00,9.399,9.399,39.16,39.16,32,2016,3200,163,short_ref,full,upload_hit,,2.700,2.3040,129644,
58,200,2026-04-17T20:19:55.480678Z,2026-04-17T20:20:07.416942Z,11.936263,c5134e1ecc4c,2026-04-17T20:20:01.154680Z,2026-04-17T20:20:07.374938Z,6220.26,3.028,0.32,0.21,0.07,1423.72,4766.97,27.91,4764.62,22.39,4088.77,,671.65,515.11,156.54,188,96.38,100.00,9.399,9.399,39.16,39.16,32,2016,3200,163,short_ref,full,upload_hit,,2.710,2.2953,130124,
59,200,2026-04-17T20:19:55.480878Z,2026-04-17T20:20:07.371526Z,11.890647,a562f4abd93f,2026-04-17T20:20:01.156659Z,2026-04-17T20:20:07.364189Z,6207.53,3.028,1.22,1.13,0.07,1420.83,4766.97,16.83,4764.62,22.39,4088.77,,671.65,515.11,156.54,188,96.38,100.00,9.399,9.399,39.16,39.16,32,2016,3200,163,short_ref,full,upload_hit,,2.720,2.2822,130604,
