index,status,local_started_at,local_finished_at,elapsed_s,request_id,replica_index,started_at,finished_at,latency_ms,peak_vram_gb,pre_batch_ms,prompt_prepare_ms,batch_estimate_ms,queue_wait_ms,batch_exec_ms,response_encode_ms,generate_total_ms,prepare_inference_inputs_ms,iterative_generate_ms,chunked_generate_ms,decode_postprocess_ms,audio_decode_ms,post_process_audio_ms,gpu_sample_count,gpu_util_avg_pct,gpu_util_peak_pct,device_vram_used_gb_avg,device_vram_used_gb_peak,device_vram_util_avg_pct,device_vram_util_peak_pct,batch_requests,batch_target_tokens,batch_conditioning_tokens,batch_max_sequence_length,batch_lane,postprocess_mode,prompt_source,prompt_id,audio_duration_s,rtf,content_bytes,error
0,500,2026-04-17T22:58:29.901828Z,2026-04-17T22:58:30.527928Z,0.626099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,"{""detail"":""CUDA error: operation failed due to a previous error during capture\nCUDA kernel errors might be asynchronously reported at some other API call, so the stacktrace below might be incorrect.\nFor debugging consider passing CUDA_LAUNCH_BLOCKING=1\nCompile with `TORCH_USE_CUDA_DSA` to enable device-side assertions.\n""}"
1,500,2026-04-17T22:58:29.902234Z,2026-04-17T22:58:30.526295Z,0.624058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320,"{""detail"":""CUDA error: operation not permitted when stream is capturing\nCUDA kernel errors might be asynchronously reported at some other API call, so the stacktrace below might be incorrect.\nFor debugging consider passing CUDA_LAUNCH_BLOCKING=1\nCompile with `TORCH_USE_CUDA_DSA` to enable device-side assertions.\n""}"
2,500,2026-04-17T22:58:29.902523Z,2026-04-17T22:58:30.652424Z,0.7499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,"{""detail"":""Offset increment outside graph capture encountered unexpectedly.""}"
3,500,2026-04-17T22:58:29.902785Z,2026-04-17T22:58:30.650214Z,0.747427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,"{""detail"":""Offset increment outside graph capture encountered unexpectedly.""}"
4,500,2026-04-17T22:58:29.903035Z,2026-04-17T22:58:30.568175Z,0.665136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,"{""detail"":""Offset increment outside graph capture encountered unexpectedly.""}"
5,500,2026-04-17T22:58:29.903245Z,2026-04-17T22:58:30.656333Z,0.753085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,"{""detail"":""Offset increment outside graph capture encountered unexpectedly.""}"
6,500,2026-04-17T22:58:29.903449Z,2026-04-17T22:58:30.572504Z,0.669054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,"{""detail"":""Offset increment outside graph capture encountered unexpectedly.""}"
7,500,2026-04-17T22:58:29.903647Z,2026-04-17T22:58:30.644429Z,0.74078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,"{""detail"":""Offset increment outside graph capture encountered unexpectedly.""}"
8,500,2026-04-17T22:58:29.903855Z,2026-04-17T22:58:30.578104Z,0.674246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,"{""detail"":""Offset increment outside graph capture encountered unexpectedly.""}"
9,500,2026-04-17T22:58:29.904048Z,2026-04-17T22:58:30.591833Z,0.687782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,"{""detail"":""Offset increment outside graph capture encountered unexpectedly.""}"
10,500,2026-04-17T22:58:29.904313Z,2026-04-17T22:58:30.580051Z,0.675737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,"{""detail"":""Offset increment outside graph capture encountered unexpectedly.""}"
11,500,2026-04-17T22:58:29.904512Z,2026-04-17T22:58:30.647398Z,0.742885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,"{""detail"":""Offset increment outside graph capture encountered unexpectedly.""}"
