index,status,local_started_at,local_finished_at,elapsed_s,request_id,started_at,finished_at,latency_ms,peak_vram_gb,pre_batch_ms,prompt_prepare_ms,batch_estimate_ms,queue_wait_ms,batch_exec_ms,response_encode_ms,gpu_sample_count,gpu_util_avg_pct,gpu_util_peak_pct,device_vram_used_gb_avg,device_vram_used_gb_peak,device_vram_util_avg_pct,device_vram_util_peak_pct,batch_requests,batch_target_tokens,batch_conditioning_tokens,batch_max_sequence_length,batch_lane,prompt_source,prompt_id,audio_duration_s,rtf,content_bytes,error
84,200,2026-04-17T18:31:38.660365Z,2026-04-17T18:31:55.689560Z,17.029193,2fe06fb04c3e,2026-04-17T18:31:51.475685Z,2026-04-17T18:31:55.682718Z,4207.03,2.940,1.15,1.00,0.11,1441.74,2755.68,6.85,103,85.26,100.00,6.419,6.872,26.75,28.63,16,1008,1600,163,short_ref,upload_hit,,2.670,1.5757,128204,
85,200,2026-04-17T18:31:38.660564Z,2026-04-17T18:31:55.698182Z,17.037617,aafc4f035ce6,2026-04-17T18:31:51.475175Z,2026-04-17T18:31:55.685069Z,4209.89,2.940,0.75,0.62,0.09,1442.65,2755.68,8.39,103,85.26,100.00,6.419,6.872,26.75,28.63,16,1008,1600,163,short_ref,upload_hit,,2.710,1.5535,130124,
86,200,2026-04-17T18:31:38.660767Z,2026-04-17T18:31:52.915027Z,14.254258,6812eb6b501c,2026-04-17T18:31:46.628866Z,2026-04-17T18:31:52.912126Z,6283.26,2.324,0.68,0.50,0.12,4813.27,1465.10,3.30,58,100.00,100.00,5.999,5.999,24.99,24.99,8,504,800,163,short_ref,upload_hit,,2.710,2.3185,130124,
87,200,2026-04-17T18:31:38.660978Z,2026-04-17T18:31:52.918992Z,14.258012,ccea8e6fed04,2026-04-17T18:31:46.629064Z,2026-04-17T18:31:52.915382Z,6286.32,2.324,0.92,0.63,0.21,4812.84,1465.10,6.96,58,100.00,100.00,5.999,5.999,24.99,24.99,8,504,800,163,short_ref,upload_hit,,2.720,2.3111,130604,
88,200,2026-04-17T18:31:38.661179Z,2026-04-17T18:31:55.698798Z,17.037618,a2e643e1005a,2026-04-17T18:31:51.456492Z,2026-04-17T18:31:55.686262Z,4229.77,2.940,0.37,0.16,0.16,1461.72,2755.68,11.34,103,85.26,100.00,6.419,6.872,26.75,28.63,16,1008,1600,163,short_ref,upload_hit,,2.700,1.5666,129644,
89,200,2026-04-17T18:31:38.661381Z,2026-04-17T18:31:55.688133Z,17.026751,6e88efff4610,2026-04-17T18:31:51.459791Z,2026-04-17T18:31:55.682431Z,4222.64,2.940,0.50,0.26,0.16,1458.29,2755.68,7.42,103,85.26,100.00,6.419,6.872,26.75,28.63,16,1008,1600,163,short_ref,upload_hit,,2.710,1.5582,130124,
90,200,2026-04-17T18:31:38.661621Z,2026-04-17T18:31:55.696540Z,17.034918,034190782afb,2026-04-17T18:31:51.466258Z,2026-04-17T18:31:55.684400Z,4218.14,2.940,1.51,1.15,0.25,1450.82,2755.68,8.60,103,85.26,100.00,6.419,6.872,26.75,28.63,16,1008,1600,163,short_ref,upload_hit,,2.700,1.5623,129644,
91,200,2026-04-17T18:31:38.661824Z,2026-04-17T18:31:55.692228Z,17.030403,d70e573e3723,2026-04-17T18:31:51.465295Z,2026-04-17T18:31:55.682993Z,4217.70,2.940,1.54,1.42,0.08,1451.75,2755.68,6.43,103,85.26,100.00,6.419,6.872,26.75,28.63,16,1008,1600,163,short_ref,upload_hit,,2.710,1.5563,130124,
92,200,2026-04-17T18:31:38.662028Z,2026-04-17T18:31:55.696287Z,17.034258,be1303deb062,2026-04-17T18:31:51.466652Z,2026-04-17T18:31:55.683871Z,4217.22,2.940,0.71,0.48,0.16,1451.22,2755.68,8.63,103,85.26,100.00,6.419,6.872,26.75,28.63,16,1008,1600,163,short_ref,upload_hit,,2.660,1.5854,127724,
93,200,2026-04-17T18:31:38.662224Z,2026-04-17T18:31:55.695686Z,17.03346,b0335cced9db,2026-04-17T18:31:51.465384Z,2026-04-17T18:31:55.683394Z,4218.01,2.940,0.67,0.47,0.15,1452.53,2755.68,6.98,103,85.26,100.00,6.419,6.872,26.75,28.63,16,1008,1600,163,short_ref,upload_hit,,2.700,1.5622,129644,
94,200,2026-04-17T18:31:38.662440Z,2026-04-17T18:31:55.697021Z,17.03458,c88645745cd5,2026-04-17T18:31:51.465815Z,2026-04-17T18:31:55.684657Z,4218.84,2.940,0.69,0.56,0.09,1452.08,2755.68,9.60,103,85.26,100.00,6.419,6.872,26.75,28.63,16,1008,1600,163,short_ref,upload_hit,,2.680,1.5742,128684,
95,200,2026-04-17T18:31:38.662652Z,2026-04-17T18:31:55.690978Z,17.028325,1e057624a655,2026-04-17T18:31:51.474008Z,2026-04-17T18:31:55.682855Z,4208.85,2.940,2.39,2.19,0.14,1442.19,2755.68,7.35,103,85.26,100.00,6.419,6.872,26.75,28.63,16,1008,1600,163,short_ref,upload_hit,,2.710,1.5531,130124,
96,200,2026-04-17T18:31:38.662855Z,2026-04-17T18:31:55.697295Z,17.034439,a720e181323a,2026-04-17T18:31:51.474750Z,2026-04-17T18:31:55.684749Z,4210.00,2.940,0.28,0.13,0.11,1443.55,2755.68,9.55,103,85.26,100.00,6.419,6.872,26.75,28.63,16,1008,1600,163,short_ref,upload_hit,,2.710,1.5535,130124,
97,200,2026-04-17T18:31:38.663054Z,2026-04-17T18:31:55.693565Z,17.030509,a421009b8094,2026-04-17T18:31:51.475756Z,2026-04-17T18:31:55.683268Z,4207.51,2.940,1.44,1.31,0.09,1441.39,2755.68,7.84,103,85.26,100.00,6.419,6.872,26.75,28.63,16,1008,1600,163,short_ref,upload_hit,,2.710,1.5526,130124,
98,200,2026-04-17T18:31:38.663262Z,2026-04-17T18:31:55.683212Z,17.019948,2f2f058e7daa,2026-04-17T18:31:51.474835Z,2026-04-17T18:31:55.680737Z,4205.90,2.940,1.33,1.20,0.09,1442.42,2755.68,5.39,103,85.26,100.00,6.419,6.872,26.75,28.63,16,1008,1600,163,short_ref,upload_hit,,2.700,1.5577,129644,
99,200,2026-04-17T18:31:38.663459Z,2026-04-17T18:31:55.697893Z,17.034433,2f473a832cb4,2026-04-17T18:31:51.475972Z,2026-04-17T18:31:55.684879Z,4208.91,2.940,1.45,1.31,0.10,1441.16,2755.68,9.32,103,85.26,100.00,6.419,6.872,26.75,28.63,16,1008,1600,163,short_ref,upload_hit,,2.720,1.5474,130604,
